prefer,track_id,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
5,0zGfifFWGjwz2W49rcqDYO,Dennis Kuo,Solitary Mood,0.311,0.0456,7,-24.692,1,0.0853,0.991,0.931,0.114,0.665,165.186,100647,4,
5,6HXPnLjDnlXiPRMcE0liej,Hikaru Shirosu,"Prelude No. 3, Final Stars",0.35,0.00411,0,-26.257,1,0.0611,0.995,0.561,0.0618,0.18,174.335,125000,3,"anime score, japanese piano"
5,2bh7CwpS8enLBMuk2p8pHG,달콤한꿈,꽃날 (황진이 OST),0.675,0.242,7,-14.783,1,0.049,0.986,0.92,0.0989,0.223,149.939,99888,3,
5,3uhGWxwYdkwzI9vHITtaza,Super Guitar Bros,Fairy Fountain,0.414,0.294,1,-15.648,0,0.043,0.966,0.789,0.0879,0.605,142.951,63432,4,vgm instrumental
5,52oy0ug2tUPaJHEhbubZ5P,Dramatic Violin,Love Story (Violin),0.409,0.473,11,-9.514,0,0.0292,0.233,4.9e-05,0.378,0.28,99.977,168972,3,
5,0JcINBOEZFMchzVInOdk1V,Penguin Piano,Drowning Love - Chasing Kou,0.298,0.229,1,-17.218,1,0.0375,0.965,0.935,0.131,0.398,79.828,113499,4,
5,5FzAePCRLMHqBg4iY9ktOD,Hikaru Shirosu,Tea Picking - Piano Solo Version,0.59,0.0247,2,-27.456,1,0.0827,0.995,0.964,0.149,0.357,117.932,133000,4,"anime score, japanese piano"
5,5iky6Ta2LGrrIxvlCG5K2k,Streaming Music Studios,"One Summer's Day (From ""Spirited Away"") [Piano Version]",0.615,0.0502,0,-26.815,1,0.054,0.994,0.899,0.101,0.138,146.415,229163,4,anime score
5,1yqM5O07lL7R6UAdK5jvrR,Ben Crosland,Oceans Apart,0.396,0.0559,9,-20.707,0,0.0599,0.987,0.935,0.11,0.278,95.217,78413,1,background piano
5,7s2dWFnGSW2TyghkD6uvWb,Erikson Jayanto,Farewell,0.429,0.241,11,-14.294,0,0.0265,0.967,0.94,0.326,0.311,157.945,142405,3,
5,1syWsWscOdvnDf9xe2Sjcl,Dramatic Violin,Attention (Violin),0.274,0.518,4,-7.629,0,0.0331,0.149,0.0674,0.34,0.168,100.6,218626,4,
5,7N05mAG1X23Sd2PNOyoJSF,Hikaru Shirosu,Blue Stone of Atlas - Piano Solo Version,0.455,0.0038,10,-32.104,1,0.177,0.992,0.951,0.141,0.254,204.573,158000,4,"anime score, japanese piano"
5,1GyC68SGMLFMfSvgqsTqec,Yu-Peng Chen,Snow-Buried Tales,0.551,0.0774,3,-24.801,1,0.0311,0.988,0.288,0.139,0.191,133.416,91984,4,japanese vgm
5,5VuwAhMCz9EMg3RHL1KUEr,Ryuichi Sakamoto,Merry Christmas Mr. Lawrence,0.493,0.175,10,-18.049,0,0.036,0.949,0.777,0.112,0.278,106.903,286467,4,"compositional ambient, japanese classical, japanese contemporary classical, japanese soundtrack"
5,6kotBBNxJJ1sVnyBqF3J4a,Penguin Piano,Honeymoon Un Deux Trois - Piano Version,0.59,0.316,2,-14.334,0,0.0496,0.993,0.948,0.155,0.313,166.744,105000,3,
5,7nTrgV4osUk3b5ZKgKEWlu,Video Days,Bleached,0.42,0.18,2,-18.616,1,0.0579,0.995,0.933,0.0954,0.232,64.185,83250,4,corecore
5,17Avg1jSSasTET7Frh8MsO,Hikaru Shirosu,・・・・for Piano,0.31,0.0237,10,-28.909,1,0.0599,0.988,0.939,0.118,0.0624,69.491,146949,4,"anime score, japanese piano"
5,6v2LEKA5m4Mvi1CNgb9tNA,Streaming Music Studios,"The Name of Life (From ""Spirited Away"") [Piano Version]",0.455,0.114,0,-22.112,1,0.0373,0.992,0.872,0.106,0.079,81.594,256500,4,anime score
5,0Z8N2t2ESzixtZAOOiQYEu,Niccolò Paganini,"Sonata for Violin and Guitar in A Minor, Op. 2, No. 6, MS 26: Tempo di Walzer",0.555,0.151,9,-16.742,0,0.0477,0.882,0.573,0.0832,0.732,146.782,98973,3,"classical, early romantic era, italian romanticism"
5,5JIBnKFd0bF5p17bNBMpVL,Dennis Kuo,Neptune Interlude,0.343,0.0673,4,-22.665,0,0.0451,0.985,0.934,0.149,0.37,139.43,64000,4,
5,1QgcOUBmtt5sLY9CUTslpW,Dramatic Violin,Young and Beautiful (Violin),0.18,0.498,11,-8.426,0,0.0365,7.21e-05,5.21e-06,0.263,0.0704,118.181,232845,4,
5,1AxZdya49udSTKEhDV8VYp,Hikaru Shirosu,"Waltz No. 1 in B Minor, Collapse",0.483,0.0745,11,-24.502,0,0.04,0.994,0.917,0.133,0.385,168.357,144072,3,"anime score, japanese piano"
5,5jKkDkToVf7cpEicn2vmjo,Shin Giwon Piano,Can You See My Heart,0.509,0.0759,10,-18.031,1,0.0809,0.994,0.917,0.121,0.228,65.011,237231,4,korean instrumental
5,1iv1JThcpZlvOIGhIJj99g,Million Eyes,There Will Be Rain,0.889,0.0849,4,-21.957,1,0.0762,0.974,0.725,0.0961,0.176,115.051,122216,3,anime score
5,5nApBfmq9Ms6DXHidgFDlv,Dennis Kuo,I Wish This Moment Lasts Forever,0.533,0.128,3,-19.018,1,0.052,0.989,0.957,0.122,0.191,70.078,150605,4,
5,7EDUTEVt6DPpgq4mKd6oC6,Yu-Peng Chen,Lone Sojourner,0.418,0.032,0,-29.998,0,0.0547,0.99,0.94,0.11,0.234,84.522,50139,4,japanese vgm
5,52dlLkZWeVOGKZzCr78l0F,Hikaru Shirosu,Stories of a Figure Skater - Day Off,0.476,0.0226,6,-26.213,1,0.0529,0.985,0.949,0.0981,0.25,171.675,187636,4,"anime score, japanese piano"
5,4IrWyseKFBykjoTm67NnNU,Dramatic Violin,Sweater Weather (Violin),0.142,0.453,6,-7.63,0,0.0506,0.831,0.0336,0.216,0.141,82.395,181946,3,
5,0WMuH7EEhLJjGg8T1DQCNO,Karoly Botvay,"Sinfonia in E major, RV 132: III. Allegro",0.381,0.0699,4,-21.891,1,0.0453,0.929,0.873,0.0983,0.779,187.363,157107,3,hungarian classical performance
5,3iOclnrTkgFRwmvP4wCOJH,Dennis Kuo,Lost in a Forest of Dreams - Piano Version,0.516,0.179,10,-20.943,1,0.0469,0.991,0.941,0.114,0.267,70.424,132814,4,
5,4qWy42EiVi5POUhhn8O8i1,Park Hye Ri,낯선 해,0.325,0.208,5,-10.885,0,0.0374,0.954,0.00537,0.148,0.132,86.642,218334,4,korean soundtrack
5,0bpuJswbM5oyHa9jwEEaJk,Nam Hye Seung,The Song for My Brother,0.403,0.255,7,-12.631,1,0.0487,0.982,0.933,0.0963,0.1,76.343,261707,3,korean ost
5,1Xo9V6zzPisgbu4NP8NpLG,Lin Hai,無羈（器樂版）,0.457,0.243,4,-13.613,0,0.0263,0.618,0.283,0.0837,0.0657,84.009,151353,4,chinese soundtrack
5,0K7l2bHmyKqI2hJfeEY0lP,Riyandi Kusuma,Flower Dance - Piano Version,0.441,0.252,8,-18.18,0,0.0326,0.971,0.948,0.166,0.194,95.203,268403,4,
5,5hkPl1j3RwsjuLdALRjQgN,Dennis Kuo,Echoes of a Seashell,0.48,0.0143,1,-26.082,1,0.0435,0.99,0.933,0.106,0.226,68.477,141154,3,
5,1BQQAGPRlpEYJLy9pAofVV,Forestella,Hijo De La Luna,0.158,0.406,6,-7.72,0,0.041,0.809,9.4e-06,0.113,0.194,76.383,310600,4,korean talent show
5,25b7fqfmk1yDyWcmoiiAkd,Austin Farwell,High Above,0.277,0.097,7,-23.615,1,0.0365,0.947,0.935,0.106,0.133,59.328,77531,3,ambient lo-fi
5,3gFQOMoUwlR6aUZj81gCzu,Joe Hisaishi,One Summer Day,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,189800,4,"anime, anime score, japanese classical, japanese soundtrack, orchestral soundtrack"
5,4Cx1roYpSYOuaQhLV0FyDO,Hekuto Pascal,fish in the pool・花屋敷,0.495,0.115,0,-15.059,1,0.0292,0.601,0.794,0.0932,0.502,143.945,276387,3,anime score
