prefer,track_id,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
1,6PXYOVPBzO3xojFhQAvmde,Knocked Loose,Suffocate (feat. Poppy),0.244,0.985,1,-2.781,0,0.38,3.46e-05,0.0139,0.51,0.124,169.561,164696,4,"kentucky metal, kentucky punk"
1,0n3sHHfdOq6Awix3JPe3xl,Halestorm,Bad Romance,0.545,0.927,1,-4.736,1,0.0706,0.0128,2.33e-06,0.367,0.682,124.061,248400,4,"alternative metal, nu metal, post-grunge"
1,2Qv8xJzenocwXyGlMU5PaC,Bad Omens,ARTIFICIAL SUICIDE,0.562,0.897,9,-4.79,1,0.195,0.000251,0.000229,0.237,0.283,95.02,195000,4,american metalcore
1,2yweNomxqnSStnsHWzFfLJ,Bring Me The Horizon,Ludens,0.391,0.696,1,-5.18,1,0.105,0.000633,0.00117,0.12,0.373,131.576,278507,4,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
1,5WZPSMhtwBh6Fz1drpy8rB,Jutes,Obsessed,0.573,0.862,5,-3.529,1,0.0485,0.0021,0.533,0.434,0.56,99.932,162494,4,
1,0CwiF8zPjl7ESC6nDnBvPo,Loveless,MIDDLE OF THE NIGHT,0.384,0.938,4,-6.323,0,0.124,0.000236,0,0.132,0.163,92.859,186129,3,pop punk
1,1nxbn0COjeyH7MQZ27T3CR,Caskets,Glass Heart,0.412,0.958,6,-5.432,0,0.0997,0.000225,4.71e-05,0.119,0.341,164.072,224421,4,metalcore
1,6FlCPO7Z0QGgwtIL8ocZzY,Red,Let It Burn,0.42,0.899,11,-5.446,0,0.0745,0.000431,0.000245,0.23,0.193,132.016,297827,4,"alternative metal, christian alternative rock, christian rock, post-grunge"
1,6mLGPVBN2iGclVHegZww3D,BABYMETAL,GJ!,0.694,0.955,6,-3.818,1,0.106,0.000705,0.773,0.227,0.653,110.004,176600,4,"idol rock, j-metal, kawaii metal"
1,5aeIj88MLdekYvObw5Yisk,Machine Head,Is There Anybody Out There?,0.408,0.953,7,-3.883,1,0.226,0.00532,0,0.338,0.291,177.94,272666,4,"alternative metal, groove metal, hard rock, industrial metal, melodic groove metal, metal, nu metal, progressive groove metal"
1,32IBLKj7O4kRtXmBlPXqWo,The Warning,Sharks,0.625,0.848,5,-5.377,1,0.0569,0.00474,0.000249,0.617,0.525,100.045,188122,4,"mexican metal, monterrey indie"
1,6R4NjnvN8gZFPlNFqGAVWT,Dal Av,Insanely Illegal Cage Fight,0.557,0.977,6,-2.72,0,0.18,0.0124,0,0.316,0.308,155.111,101129,4,thall
1,1JkRR2HcXnUBCkVa8tFoAl,The Plot In You,Closure,0.506,0.891,7,-4.856,0,0.351,0.0241,4.37e-06,0.264,0.395,100.504,193553,4,metalcore
