class,track_id,artist,title,lyrics
1,3Rho0TjpvbauID06XhM9aO,Until I Wake,Self Medicated,"A cynic, I'm hopeless, I'm broken
There is no light inside of me
I'm tired, I'm restless, I'm lonesome
But I can never sleep
My mind plays games when I'm alone now
You said the worst things to get inside my head
Intoxication takes control now
Self-medication takes its grip

[Pre-Chorus]
I'm crawling on the floor
(Take deep breaths, your heart is racing)
There's clawing at the door
Oh God, don't let 'em take me

[Chorus]
Now I have to find a way out
I have to find my voice
I'm entertaining thoughts that are no good for me

[Verse 2]
When I'm completely numb, a darkness takes me
I turn into someone I hate completely

[Pre-Chorus]
It's me against the world
(Take cover, you cannot fix me)
And just throw me to the wolves
I'm a victim of self-pity
You might also like[Chorus]
Now I have to find a way out
I have to find my voice
I'm entertaining thoughts that are no good for me
Now I have to find a way back
I have to make a choice
I'm never losing sight of what's in front of me

[Bridge]
I've given up
I'm in for a lifetime of
Second-guessing everything that I've become
My mind plays games when I'm alone
Self-medicated, intoxication takes control
Now I have to find my way out
I have to find my voice
These thoughts are no good for me

[Chorus]
Now I have to find a way out
I have to find my voice
I'm entertaining thoughts that are no good for me
Now I have to find a way back
I have to make a choice
I'm never losing sight of what's in front of me1Embed"
1,2mMNBgFRyEiRoGvrdoONeq,Ice Nine Kills,A Grave Mistake,"Here lies the lifeless bride and groom
""Till death do us part"" came far too soon
Buildings burn and people die all of the time

[Pre-Chorus]
But I heard that you reap what you sow
So, around and around we go
And when you see my face, you'll know

[Chorus]
You can't save yourself
Or save your soul
When you meet the man whose life you stole
With weathered wings and broken bones
A flight for the fallen flies the crow
You can't save yourself

[Verse 2]
These vengeful thoughts trapped underneath
Rage, scorn, misery
Payback for what you took from me:
Hope, love, sanity

[Pre-Chorus]
I've heard that you reap what you sow
So, here's to believing in ghosts
Now when you see my face, you'll know
You might also like[Chorus]
You can't save yourself
Or save your soul
When you meet the man whose life you stole
With weathered wings and broken bones
A flight for the fallen flies the crow

[Bridge]
No forgiveness, just farewell
From the match made in heaven
You sent straight to hell
No forgiveness, no escape
May you rest in pieces
For your grave mistake
For your grave mistake

[Chorus]
You can't save yourself
Or save your soul
When you meet the man whose life you stole
With weathered wings and broken bones
A flight for the fallen flies the crow
You can't save yourself

[Outro]
No, you can't save yourself
For your grave mistake
You can't save yourself8Embed"
1,0FpJdOwxVYjN0UCIG6ovcR,BABYMETAL,Brand New Day,"Marude Crush shita yume mitaina In the sky
Nemura sete yo Oh, lonely night
Kaze no rizumude Shaking Dance in the dark

Kimi ga yobu koe de
Boku wa mewosamasu
I don't wanna lose my mind
Sō wakatte ite mo
Toki wa sugite Move on
Dare mo tomerarenai
How will the weather be tomorrow？

Haretara Knock knock shite miyou
Amenara Break Shitatte ii njanai?
Aserazu
Just step by step
Asu ga mata kurukara
And day by day
Asu ga mata kurukara

Koe ni naranai Tiny voice
Hoshi no Screen De mita yo ano natsu no Stage
Kika sete yo Oh, good music
Kaze no merodī de Humming Sing for me
You might also likeKimi ga yobu koe ga
Oikakeru
I don't wanna lose my way
Moshi mayotta toki wa
Ichiji teishi de Deep breath
Dare mo ki ni shi tenai
How will the weather be tomorrow？
Don't look back, just keep moving forward

Haretara Knock knock shite miyou
Amenara Break Shitatte ii njanai?
Ase serazu
Just step by step
Asu ga mata kurukara
And day by day
Asu ga mata kurukara
It's gonna be okay, alright

Sunny day Itsumo to onaji keshiki sae
Rainy day Nandaka chigatte mieru
Seven days Nidoto modoranai Yesterday
Every day Hajimeyou
Brand new day

Haretara Knock knock shite miyou
Nandomo Break shitatte ii njanai?
Kyō kara
Just step by step
Asu ga mata kurukara
And day by day
Asu ga mata kurukara
Asu ga mata kurukara

Asu wa mata kurukara1Embed"
1,1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,"Your blades are sharpened with precision
Flashing your favorite point of view
I know you're waiting in the distance
Just like you always do, just like you always do

[Pre-Chorus: Mike Shinoda]
Already pulling me in
Already under my skin
And I know exactly how this ends, I

[Chorus: Mike Shinoda]
Let you cut me open just to watch me bleed
Gave up who I am for who you wanted me to be
Don't know why I'm hopin' for what I won't receive
Fallin' for the promise of the emptiness machine
The emptiness machine

[Verse 2: Emily Armstrong, Emily Armstrong & Mike Shinoda]
Goin' around like a revolver
It's been decided how we lose
'Cause there's a fire under the altar
I keep on lyin' to, I keep on lyin' to

[Pre-Chorus: Mike Shinoda & Emily Armstrong]
Already pulling me in
Already under my skin
And I know exactly how this ends, I
See Linkin Park LiveGet tickets as low as $71You might also like[Chorus: Emily Armstrong]
Let you cut me open just to watch me bleed
Gave up who I am for who you wanted me to be
Don't know why I'm hopin' for what I won't receive
Fallin' for the promise of the emptiness machine

[Bridge: Mike Shinoda, Emily Armstrong & Mike Shinoda]
I only wanted to be part of something
I only wanted to be part of, part of
I only wanted to be part of something
I only wanted to be part of, part of
I only wanted to be part of something
I only wanted to be part

[Chorus: Emily Armstrong]
I let you cut me open just to watch me bleed
Gave up who I am for who you wanted me to be
Don't know why I'm hopin', so fuckin' naive
Fallin' for the promise of the emptiness machine
The emptiness machine

[Outro: Emily Armstrong & Mike Shinoda]
(I only wanted to be part of something)
The emptiness machine, oh
(I only wanted to be part of)
The emptiness machine8Embed"
1,6XnPopwCZ6odHVVqMsllL5,Within Temptation,The Reckoning,"As cold as stone, they march in darkness
Enslaving the young and killing their fathers
But soon they'll know the path they've chosen
Has carved their faith in stone

[Pre-Chorus: Sharon den Adel and Jacoby Shaddix]
In blood and tears, a thousand times
We rise against, we'll always hold the line of reckoning

[Chorus: Sharon den Adel and Jacoby Shaddix]
Red tears run down like a river
Don't close your eyes, it won't disappear
No fear you wanna end the pain
Don't let go, don't back down, hold the line, we'll bring the reckoning
(Bring the reckoning)

[Post-Chorus: Sharon den Adel and Jacoby Shaddix]
In blood and tears, a thousand times
We rise against, we'll always hold the line of reckoning

[Verse 2: Jacoby Shaddix]
We're all alone, walking in twilight
The night has been long, and so many have fallen
Feel no remorse, light will be breaking
Our freedom is worth it all
See Within Temptation LiveGet tickets as low as $48You might also like[Pre-Chorus: Sharon den Adel and Jacoby Shaddix]
In blood and tears, a thousand times
We'll rise against, we'll always hold the line of reckoning

[Chorus: Sharon den Adel and Jacoby Shaddix]
Red tears run down like a river
Don't close your eyes, it won't disappear
No fear you wanna end the pain
Don't let go, don't back down, hold the line, we'll bring the reckoning

[Bridge: Sharon den Adel, Sharon den Adel & Jacoby Shaddix]
I see your face, find peace of mind
Between the madness and the sadness and the fire burning
The end of war, the great divine
We'll see the day of reckoning

[Outro: Sharon den Adel, Sharon den Adel & Jacoby Shaddix]
In blood and tears, a thousand times
We rise against, we'll always hold the line
In blood and tears, a thousand times
We'll rise against, we'll always hold the line of reckoning
We'll bring the reckoning
In blood and tears, a thousand times
We rise against, we'll always hold the line of reckoning3Embed"
1,6PXYOVPBzO3xojFhQAvmde,Knocked Loose,Suffocate (feat. Poppy),"Suffocate

[Verse 1: Bryan Garris & Nicko Calderon]
Eclipsing weight
Strangled by every mistake
The wind will hush your cries
In the storm of your restless fate
Haunting pride (Morals defied)
Are you conscious behind the knife
Or is it just another disguise?
Drink from me

[Bridge: Bryan Garris]
Take it now, take it now
Everything that I have
Leaving nothing left

[Verse 2: Poppy, Bryan Garris & Poppy]
Eclipsing weight
Strangled by every mistake
Branded by all of your failures
A feeling that you can't shake
Eclipsing weight
Shut your lying mouth
Are you conscious behind the knife?
It all comes crashing down
See Knocked Loose LiveGet tickets as low as $65You might also like[Breakdown: Poppy, Bryan Garris & Poppy]
Burdеned by our connection
I long for separation
In thе waning glow
Every breath tries hard to escape
Your reign is over now
Have you found your grave?
Suffocate
Ah

[Outro: Bryan Garris, Bryan Garris & Poppy]
I will dig until I find the fucking root
I suffered because of you
I will dig until I find the fucking root
I suffered because of youEmbed"
1,0n3sHHfdOq6Awix3JPe3xl,Halestorm,Bad Romance,"Want your bad romance
Want your bad romance

[Verse 1]
I want your ugly
I want your disease
I want your everything
As long as it's free
I want your love (I want your love)
Love, love, love
I want your love (I want your love, I want your love)

I want your drama
The touch of your hand
I want your leather-studded kiss in the sand
I want your love (I want your love)
Love, love, love
I want your love (I want your love, I want your love)

[Pre-Chorus]
You know that I want you
And you know that I need you
I want it bad, a bad romance

[Chorus]
I want your love and
I want your revenge
You and me could write a bad romance
(Oh-oh-oh-oh-oooh)
I want your love and
All your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oooh-oh-oh-oh-oooh-oh-oh-oh!
Caught in a bad romance
Oh-oh-oh-oh-oooh-oh-oh-oh-oooh-oh-oh-oh!
Caught in a bad romance
Want your bad romance
Want your bad romance
See Halestorm LiveGet tickets as low as $56You might also like[Verse 2]
I want your horror
I want your design
'Cause you're a criminal
As long as your mine
I want your love (I want your love)
Love, love, love
I want your love (I want your love, I want your love)

I want your psycho
Your vertigo stick
Want you in my rear window
Baby you're sick
I want your love (I want your love)
Love, love, love
I want your love (I want your love, I want your love)

[Pre-Chorus]
You know that I want you
And you know that I need you
I want it bad, a bad romance

[Chorus]
I want your love and
I want your revenge
You and me could write a bad romance
(Oh-oh-oh-oh-oooh)
I want your love and
All your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oooh-oh-oh-oh-oooh-oh-oh!
Caught in a bad romance
Oh-oh-oh-oh-oooh-oh-oh-oh-oooh-oh-oh!
Caught in a bad romance
Want your bad romance
Want your bad romance
Want your bad romance
[Bridge]
I want your love and
I want your revenge
I want your love
I don't wanna be friends
Je veux ton amour
Et je veux ta revanche
Je veux ton amour
I don't wanna be friends
(I don't wanna be friends)
I don't wanna be friends
(I don't wanna be friends)
No I don't wanna be friends
(I don't wanna be friends)

[Refrain]
Want your bad romance
(Want your bad romance)
Want your bad romance

[Chorus]
I want your love and
I want your revenge
You and me could write a bad romance
(Oh-oh-oh-oh-oooh)
I want your love and
All your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oooh-oh-oh-oh-oooh-oh-oh!
Caught in a bad romance
Oh-oh-oh-oh-oooh-oh-oh-oh-oooh-oh-oh!
Caught in a bad romance
Want your bad romance
Want your bad romance3Embed"
1,2Qv8xJzenocwXyGlMU5PaC,Bad Omens,ARTIFICIAL SUICIDE,"Don't look back, don't look back
Don't look back, don't look back

[Verse 1]
Soaked in the neon glows
Silver-forked tongues talking to you in the digital snow
A glitch in the chain, a loop in the brain you wanted to break
But you still wanna play the game

[Chorus]
Well, we're not gonna be a commodity
Not another maggot in the feed that you're gonna eat
Motherfucker, you can try
Artificial suicide

[Post-Chorus]
Don't look back, don't look back
Don't look back, don't look back

[Verse 2]
Eye for an eye, a tooth for a tooth
Lightin' molotovs for the broken youth (Youth)
Can you hear me through the white noise, friend?
A cheers to the life you don't get to choose
Another Antichrist on the evening news
Can you hear me through the white noise?
Can you hear me through the white noi—
See Bad Omens LiveGet tickets as low as $190You might also like[Chorus]
We're not gonna be a commodity
Not another maggot in the feed that you're gonna eat
Motherfucker, you can try
Artificial suicide
We're not gonna be a commodity
Not another maggot in the feed that you're gonna eat
Motherfucker, you can try
Artificial suicide

[Verse 3]
You hate the shape when you have to see
An unfamiliar face on an all-black screen
Can you hear me through the white noise, friend?
Repeat the phrase they force you to read
""If I wanna be great, I don't wanna be me""
Can you hear me through the white noise?
Can you hear me through the white noise?

[Breakdown]
Can you hear me?
Can you hear me through the white noise?

[Chorus]
We're not gonna be a commodity
Not another maggot in the feed that you're gonna eat
Motherfucker, you can try
Artificial suicide
We're not gonna be a commodity
Not another maggot in the feed that you're gonna eat
Motherfucker, you can try
Artificial suicide
[Outro]
Don't look back, don't look back
Can you hear me through the white noi—7Embed"
1,2yweNomxqnSStnsHWzFfLJ,Bring Me The Horizon,Ludens,"Some resist the future, some refuse the past
Either way, it's messed up if we can't unplug the fact
That a world covered in cables was never wired to last
So don't act so surprised when the program starts to crash

[Pre-Chorus]
(How do I) Form a connection when we can't even shake hands?
You're like a phantom greeting me
We plot in the shadows, hang out in the gallows
Stuck in a loop for eternity

[Chorus]
Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden
(A new Luden, new Luden, yeah)
So come outside, it's time to see the tide
It's out of sight, but never out of mind
I need a new leader, we need a new Luden

[Verse 2]
Sticks and stones may break my bones but soon the sting will pass
But names can dig so many graves, you won't know where to stand
And I don't feel secure no more unless I'm being followed
And the only way to hide myself is to give 'em one hell of a show
You might also like[Pre-Chorus]
(How do I) Form a connection when we can't even shake hands?
You're like a phantom greeting me
We plot in the shadows, hang out in the gallows
Stuck in a loop for eternity

[Chorus]
Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden
(A new Luden, new Luden, yeah)
So come outside, it's time to see the tide
It's out of sight, but never out of mind
I need a new leader, we need a new Luden
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
Yeah

[Breakdown]
Alright, you call this a connection?
You call this a connection?
You call this a connection? Okay
You call this a connection?
Oh, give me a break
Oh, give me a break
Oh, give me a break (Okay)
Ugh, ooh
[Chorus]
Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden
(A new Luden, new Luden, yeah)
So come outside, it's time to see the tide
It's out of sight, but never out of mind
I need a new leader, we need a new Luden
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah

[Outro]
Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden30Embed"
1,5WZPSMhtwBh6Fz1drpy8rB,Jutes,Obsessed,"Backseat of the rental, truck
Angel and devil, fuck
Scream like heavy metal, rough, love
She’s not french but she yellin’, we
Do things that I never, seen
Long ride like a limousine, yeah
I know your love might not come cheap
Best shit dont come for free
I know them smokey eyes have seen
Some shit I can’t believe
So I might just marry you tonight
I swear that’s how I’m feeling
‘Cause I’m geekin

[Hook]
I’m so obsessed
Look in my eyes
Feed my appetite
When I’m alone with you
I’m so obsessed
Come take a bite
I’ll be your sacrifice
Swear I would die for you
I’m so obsessed
You might also like[Post Hook]
I’m so obsessed
Come for my neck
It’s life or death
I’m so obsessed

[Verse 2]
You crawl right into bed
Lips painted bloody red
You come for me, I come for you
That’s what I call respect
Keep ticking boxes
Put it in a coffin
Drippin’ sweat, lookin’ blessed, yeah
Your sex is so religious
Swear it’s holy like the bible
Your finger nails dig into my back
Going primal
I’m spiraling, you’re spinning my head
Like a cyclone
It’s alright though

[Hook]
I’m so obsessed
Look in my eyes
Feed my appetite
When I’m alone with you
I’m so obsessed
Come take a bite
I’ll be your sacrifice
Swear I would die for you
I’m so obsessed
[Post Hook]
I’m so obsessed
Come for my neck
It’s life or death
I’m so obsessedEmbed"
1,0CwiF8zPjl7ESC6nDnBvPo,Loveless,MIDDLE OF THE NIGHT,"La, la, la, la

[Verse 1]
Whatcha doin', whatcha doin', whatcha doin' right now?
Have you found another lover? Are you out of town?
I won't leave another message right after the tone
'Cause I know you got the others and you still don't call

[Pre-Chorus]
There's no magic (No magic) no sunshine (Sunshine)
No rainbow (No rainbow) in my life
Look at all the things you took from me

[Chorus]
Baby, I'm loveless (Loveless)
Feelin' so hopeless (Hopeless)
Feelin' so foolish (Foolish)
For bein' so helpless
Baby, I'm loveless (Loveless)
It's like you couldn't care less (Care less)
If you did, you'd come right back to me
Ooh, la, la, la, la

[Verse 2]
Tell me what I'm gonna do about this feelin' inside
(What I'm gonna do)
Got me tossin' and turnin' in the middle of the night
(Yeah, yeah, yeah, yeah)
Like an animal strugglin' in a trap
'Cause I can't go forward and I can't go back (I can't go back)
See Rod Stewart LiveGet tickets as low as $43You might also like[Pre-Chorus]
There's no springtime (No springtime) just winter (Winter)
And each mile (And each mile) gets colder
Look at all that pain you took from me

[Chorus]
Baby, I'm loveless (Loveless)
Feelin' so hopeless (Hopeless)
Feelin' so foolish (Foolish)
For bein' so helpless
Baby, I'm loveless (Loveless)
It's like you couldn't care less (Care less)
If you did, you'd come right back to me

[Bridge]
(Why did you leave me?)
Why did you leave me?
(Why did you leave me?)
Why did you leave me?
And the sun don't shine
It's just wintertime
And every night, there's no one in my life
Look at all the things you took from me

[Chorus]
Baby, I'm loveless (Loveless)
Feelin' so hopeless (Hopeless)
Feelin' so foolish (Foolish)
For bein' so helpless
Baby, I'm loveless (Loveless)
It's like you couldn't care less (Care less)
If you did, you'd come right back to me
Baby, I'm loveless (Loveless)
Feelin' so hopeless (Hopeless)
Feelin' so foolish (Foolish)
For bein' so helpless
Baby, I'm loveless (Loveless)
It's like you couldn't care less (Care less)
If you did, you'd come right back to me
Baby, I'm loveless (Loveless)
Feelin' so hopeless (Hopeless)
Feelin' so foolish (Foolish)
For bein' so helpless
Baby, I'm loveless (Loveless)
It's like you couldn't care less (Care less)
If you did, you'd come right back to meEmbed"
1,1nxbn0COjeyH7MQZ27T3CR,Caskets,Glass Heart,"I didn't think to question the blissful truth
That your intentions were all pretend and
This sinking feeling's you
I'm feeling exhausted, I just wanna be free
To claw myself from death's front door
And not let him capture me

[Pre-Chorus]
I just can't help but say
That we should know better, we should know better, and I
I just can't help but feel like
We should know better

[Chorus]
Maybe if I take back what you meant to me
Just like you took my self-belief
It's like a war I fight inside myself
I always lose and I can't help
Fall for the beating of my glass heart
The beating of my glass heart

[Verse 2]
I finally agree, I'm a mess, I confess
To the lies and my mistakes
They convulse till they scream and they cry
'Cause I feel so exhausted, I just wanna be free
To drag myself from death's front door
And not let him capture me
You might also like[Chorus]
Maybe I should take back what you meant to me
Just like you took my self-belief
It's like a war I fight inside myself
I always lose and I can't help
Fall for the beating of my glass heart
The beating of my glass heart

[Post-Chorus]
We should know better
We should know better
We should know better
We should know better

[Bridge]
And if you think that saying sorry can make it all okay
Then you're the one mistaken, I'll put you in your place

[Pre-Chorus]
I just can't help but say
That we should know better, we should know better, and I
I just can't help but feel like
We should know better

[Chorus]
Maybe if I take back what you meant to me
Take back what you meant to me
Just like you took my self-belief
It's like a war I fight inside myself
I always lose and I can't help
Fall for the beating of my glass heart
The beating of my glass heart
[Outro]
We should know better
We should know better
We should know better
We should know better2Embed"
1,6FlCPO7Z0QGgwtIL8ocZzY,Red,Let It Burn,"I watch the city burn
These dreams like ashes float away
Your voice I never heard
Only silence
Where were you when our hearts were bleeding
Where were you when it all crashed down
Never thought that you'd deceive me
Where are you now

[Chorus]
How long can you stand the pain
How long will you hide your face
How long will you be afraid
Are you afraid
How long will you play this game
Will you fight or will you walk away
How long will you let it burn
Let it burn
Let it burn

[Verse 2]
I watch the city burn
These passions slowly smoldering
A lesson never learned
Only violence
Is your world just a broken promise
Is your love just a drop of rain
Will we all just burn like fire
Are you still there
You might also like[Chorus]
How long can you stand the pain
How long will you hide your face
How long will you be afraid
Are you afraid
How long will you play this game
Will you fight or will you walk away
How long will you let it burn
Let it burn
Let it burn

[Bridge]
Will you wait until it all burns down
Will you hide until it all burns down
Will it hurt when it all burns down
Will you fight when it all burns down
Will you stand when it all burns down
Will you love when it all burns down
Will it end when it all burns down
Will you just let it all burn down

[Chorus]
How long can you stand the pain
How long will you hide your face
How long will you be afraid
Are you afraid
How long will you play this game
Will you fight or will you walk away
How long will you let it burn
Let it burn
Let it burn
Let it burn
Let it burn
Let it burn4Embed"
1,6mLGPVBN2iGclVHegZww3D,BABYMETAL,GJ!,"緑の電車のサークルモッシュは
デスボの合図で wall of death
右? 左? 迷える仔羊
Die, die, die, die, die die!

うちらにゃキツイぜ 大人の階段
One step! Two step! Lift up!
世間の荒波 サーフで泳いで
Dive, dive, dive, dive! Let's go!

[Chorus]
もっともっとホラ
もっともっとホラ
もっともっとホラ (頑張って)
もっともっとホラ
もっともっとホラ
持ち上げて

[Post-Chorus]
上出来!
イライラなんていらないです! (Death!)
です! (Death!)
気軽に take it easy
上出来!
モヤモヤなんていいことナイ!  (ナイ!)
ナイ!  (ナイ!)
ノーテンキな自分がナンバーワン
See BABYMETAL LiveGet tickets as low as $44You might also like[Verse 2]
回転も早々にモッシュッシュッピットは
So so な咆哮で wall of death
押し合い! へし合い! おしくらまんじゅうで
Burn, burn, burn, burn, burn burn!

ブレイクダウンはハーコーモッシュで
40%! 50%! プライスダウン!
圧縮剥がしは 華麗にスルーで
Get, get, get, get! Let's go!

[Chorus]
もっともっとホラ
もっともっとホラ
もっともっとホラ (頑張って)
もっともっとホラ
もっともっとホラ
おまけして

もっともっとホラ
もっともっとホラ
もっともっとホラ (頑張って)

もっともっとホラ
もっともっとホラ
もっともっとホラ (頑張って)
もっともっとホラ
もっともっとホラ
もっともっとホラ (頑張って)

もっともっとホラ
もっともっとホラ
持ち上げて

[Post-Chorus 2]
超絶! 完璧! へなちょこだって100点です! (Death!)
です! (Death!)
焦らず take it easy
完璧! 背伸びしたっていいことナイ! (Die!)
ナイ! (ナイ!)
ノーテンキな自分がナンバーワンEmbed"
1,5aeIj88MLdekYvObw5Yisk,Machine Head,Is There Anybody Out There?,"Is there anybody out there?
Is there anybody out there?
Is there anybody out there?
Is there anybody out there?

[Hook 1]
Come on
Come on
Come on
Is anybody there?
Come on
Come on
Let me tell you something

[Verse 1]
I was born as a bastard, no father, no master
A shadow in silence left searching for answers
Put up for adoption and left with no option
Another kid fostered to fester, forgotten
Take a look into these desperate eyes
As they’re cast into the wretched hive
But I ain’t going down alone

[Chorus]
Is there anybody out there?
Anybody listening to me?
Is anybody else scared?
The paranoia drops me to my knees
Does anybody feel lonely?
Disconnected from the things I see
Is there anybody out there?
Anybody out there just like me?
I’m choking on these words and I can’t breathe
See Machine Head LiveGet tickets as low as $42You might also like[Hook 2]
Come on
Come on
Come on
Is anybody there?
Come on
Come on
Lemme say this

[Verse 2]
Now I stand as a father, to men with no honor
Ashamed of the racists they used to call brothers
'Cause no flag can mean bravery
When bloodied by slavery
The rebel, a devil, disguised as a savior
And the sickening feeling in the air
Is the fear to speak that no one dares
So will I stand here all alone?

[Chorus]
Is there anybody out there?
Anybody listening to me?
Is anybody else scared?
The paranoia drops me to my knees
Does anybody feel lonely?
Disconnected from the things I see
Is there anybody out there?
Anybody out there just like me?
I’m choking on these words and I can’t breathe
[Breakdown]
Live my life like I’ll die tonight
Dream like I’ll live forever
Live my life like I’ll die tonight
Dream like I’ll live forever

[Bridge]
(Is there anybody out there?)
I have roared at the world for years
(Is there anybody out there?)
Doesn’t anybody hear me?
(Is there anybody out there?)
This burden suffered, I’ve paid the cost
(Is there anybody out there?)
Not all who wander are lost

Is there anybody
Is there anybody
Is there anybody

[Chorus]
Is there anybody out there?
Anybody listening to me?
Is anybody else scared?
The paranoia drops me to my knees
Does anybody feel lonely?
Disconnected from the things I see
Is there anybody out there?
Anybody out there just like me?
I’m choking on these words and I can’t breathe
[Outro]
Come on
Come on
Come on
Is anybody there?
Come on
Come on
Is there anybody
Is there anybody
Is there anybody out there?1Embed"
1,32IBLKj7O4kRtXmBlPXqWo,The Warning,Sharks,"There's something lurking in the water
You better swim a little faster now
You better be good, you better bring proof
Because they're watching over you
(Don't bleed, don't bleed)
(Don't bleed, don't bleed)
It's the meat that really matters
The bones all end up falling out
If you're gonna rot, then add to the plot
Because they're always watching you
(Don't bleed, don't bleed)
(Don't, don't, don't)

[Pre-Chorus]
Couldn't be everything that you wanted me to be
But you're keeping me close likе an enemy

[Chorus]
Help mе now, how am I supposed to hide?
Watch me drown, ripped to shreds under the light
Sharks come circling, don't say anything, waiting for the teeth to bite you
Shut your mouth, you know
They're bleeding you out
(Don't bleed, don't bleed)
(Don't bleed, don't bleed)
You might also like[Verse 2]
Violence only brings violence
Keep quiet, put the muscle on
You're stuck in your skin, there's no way to win
You know they're always watching you
If we only bring silence
All we'll ever be is good as dead
When they got you surrounded, waiting to pounce in
They're watching over you
(Don't bleed, don't bleed)
(Don't, don't)

[Chorus]
Help me now, how am I supposed to hide?
Watch me drown, ripped to shreds under the light
Sharks come circling, don't say anything, waiting for the teeth to bite you
Shut your mouth, you know
They're bleeding you out

[Post-Chorus]
Don't bleed, don't bleed
Don't bleed, don't bleed
Don't bleed, don't bleed

[Bridge]
There's something lurking in the water
You better swim a little faster now
“It's the meat that really matters”
Does it really matter?
[Chorus]
Help me now, how am I supposed to hide?
Watch me drown, ripped to shreds under the light
Sharks come circling, don't say anything, waiting for the teeth to bite you
Shut your mouth, you know
They're bleeding you out
(Don't bleed, don't bleed)
(Don't bleed, don't bleed)
(Don't bleed, don't bleed)
You know they're bleeding you outEmbed"
1,6R4NjnvN8gZFPlNFqGAVWT,Dal Av,Insanely Illegal Cage Fight,"Coming for the throat
Teeth between my knuckles
Fuck it, snapping bones
Start to bow to me, I’m coming for the throne
King of the cage
Blood, sweat, and tears I drink
Got a sickness, an addiction to the ring
Just a primal beast with his prey to feast
I don't K.O., I kill off
I am king
King of the cage

[Post-Chorus]
Execute
Arf, Arf

[Verse 1]
Encaged inside this chainlink
With leering eyes that don’t blink
Their money’s in my hands
No choice, I can’t afford to be weak
They want a show, I can hear them now
They want blood, so I will paint the town

[Verse 2]
Red
All I see is a bleeding bag
Another senseless beat down on your fucking head
You went and rolled the dice, sacrificed thinking twice
Kill him, I'll kill him, I'll kill him
No knockouts
I kill
Fuck you
You might also like[Chorus]
Coming for the throat
Teeth between my knuckles
Fuck it, snapping bones
Start to bow to me, I’m coming for the throne
King of the cage
Blood, sweat, and tears I drink
Got a sickness, an addiction to the ring
Just a primal beast with his prey to feast
I don't K.O., I kill off
I am king
King of the cageEmbed"
1,1JkRR2HcXnUBCkVa8tFoAl,The Plot In You,Closure,"Always what you want and never what you need
Sacrificed all these sleepless nights
It's a goddamn shame
I guess I'm here to say

I need some closure
Not enough to bring me back or get closer
'Cause I don't think I'd live through that
I need closure
Not enough to bring me back or get closer
Because I don't think I'd live through that again

I'd kill to say I'd say nothing
You say it's never your fault
Let's carry on with your judgement
I know it's falling apart
There's nothing left of us
I guess I'm here because

I need some closure
Not enough to bring me back or get closer
'Cause I don't think I'd live through that
I need closure
Not enough to bring me back or get closer
Because I don't think I'd live through that again
You might also likeI don't think I'd live through that again
I don't think I'd live through that again

I'm losing
Always excusing
We're in the dark now
Won't let my guard down

I'm losing
Always excusing
We're in the dark now
Won't let my guard down

I need some closure
Not enough to bring me back or get closer
'Cause I don't think I'd live through that
I need closure
Not enough to bring me back or get closer
Because I don't think I'd live through that again

I don't think I'd live through that again
I don't think I'd live through that again1Embed"
