class,track_id,artist,title,lyrics
3,2DfRgLfkNb8nU1wMcMK0fD,ARTAN,She's A 10 But...,"Got a link in Brum
If it weren't for the accent
(Benji)

[Chorus: Artan]
Got a link in Brum, met her at the Bullring
She would be a ten if it weren't for the accent
If you're wondering what's the attraction
Babe, spin 'round and show 'em the mad ting
I'm a simple man, I'm a London boy
Drink Henny and mix with cola
Day off, course I'm not sober
Just called bro like, ""What's the vibe? What's the agenda?""
Been high since like November
I like my tings nice and slender
Said that we met, I don't quite remember
I don't remember, what's the agenda?
Been high since like November
I like my tings nice and slender
Said that we met, I don't quite remember
I don't remember

[Verse 1: Artan]
Got me a belly in lockdown
Need me a PT, but I got loud, it's TT
Told her I love her, but she don't believe me
Looking all caramel white like RiRi
Prefer life with racks in my bank
She likes LV, not Anthony Wang
Thinks I'm the guy, but I actually am
And when I'm stressed out, I wrap me a gram
You might also like[Chorus: Artan]
Got a link in Brum, met her at the Bullring
She would be a ten if it weren't for the accent
If you're wondering what's the attraction
Babe, spin 'round and show 'em the mad ting
I'm a simple man, I'm a London boy
Drink Henny and mix with cola
Day off, course I'm not sober
Just called bro like, ""What's the vibe? What's the agenda?""
I been high since like November
I like my tings nice and slender
Said that we met, I don't quite remember
I don't remember, what's the agenda?
Been high since like November
I like my tings nice and slender
Said that we met, I don't quite remember
I don't remember

[Verse 2: Spencer Elmer & Artan]
Two girls that I can't get back
Pissed, I'm not tryna lose like that
Got Nina, she a speaker, is it me or these hundred bags?
Should've seen what I paid in tax
I'm back on track, I'll be paid in cash
Ayo, Spence, which one over there do you wanna take back?
That one with the dress and shoes on (Okay)
Party in West, come with Ye, then left like Buffon (Left like Buffon)
And I don't rock Yeezy nor three stripes, I can't put Loubs on
All this space, you can get lost in the dust like Elon
Still no tracks, been signed to a label
Million streams in a year, I'm grateful
This girl wanna late night sushi
Said I'm lit, but she acting boujee
Walk in the dance and they're asking, ""Who's he?"" (Like, who's he? Who's he?)
I can't think when I'm moving loose, can't think when I'm moving loosely
[Chorus: Artan]
Got a link in Brum, met her at the Bullring
She would be a ten if it weren't for the accent
If you're wondering what's the attraction
Babe, spin 'round and show 'em the mad ting
I'm a simple man, I'm a London boy
Drink Henny and mix with cola
Day off, course I'm not sober
Just called bro like, ""What's the vibe? What's the agenda?""
I been high since like November
I like my tings nice and slender
Said that we met, I don't quite remember
I don't remember, what's the agenda?
Been high since like November
I like my tings nice and slender
Said that we met, I don't quite remember
I don't remember

[Outro: Artan]
(Benji)
Got a link in Brum, met her at the Bullring
She would be a ten if it weren't for the accent1Embed"
3,3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,"How can I be homophobic? My bitch is gay
Hit man in the top, try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them, but I don't swing that way
The mandem celebrate Eid, the trap still runnin' on Christmas day

[Verse]
Somebody tell Doja Cat that I'm tryna indulge in that
In my grey tracksuit, see the bulge in that
See the motion clap when you're throwin' it back (When you're throwin' it back)
These females plannin' on doin' me wrong
So I'm grabbin' a 'dom out the Trojan pack
Post the location after we're gone
Can't slip and let them know where we're at
I don't know about you, but I valuе my life (But I value my life)
'Causе imagine I die (Die)
And I ain't made a hundred Ms yet
There's so much things I ain't done yet
Like fuckin' a flight attendant, huh
I don't party, but I heard Cardi there, so fuck it, I might attend it
Gotta kick back sometimes and wonder
How life would've been if I never did take them risks and would have I prospered?
Floatin' and I won't go under
Been outta town for a month
Absence made the love grow fonder
UK rap or UK drill, gotta mention my name if you talk 'bout the genre (Alright)
See Central Cee LiveGet tickets as low as $218You might also like[Chorus]
Ho-ho-how can I be homophobic? (My bitch is gay)
Hit man in the top, try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them, but I don't swing that way (Way)
The mandem celebrate Eid, the trap still runnin' on Christmas day
Ho-ho-how can I be homophobic? My bitch is gay
Hit man in the top, try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them, but I don't swing that way
The mandem celebrate Eid, the trap still runnin' on Christmas Day37Embed"
3,337kcYVjYXdLBItCw9ry3b,D-Block Europe,Overseas,"The year has just started and right now, I'm lookin' for cribs overseas
I'm givin' my lady some drivin' lessons in a hundred-grand Jeep
When you see me in public, no photos, man, I need some privacy please
Good girl, she just sat on my face now she's sayin' her legs have gone weak
Bad, bad, see the jakes outside, now I'm flushin' the work down the toilet
Mad, mad, Richard Mille, a crib by the port and it's imported
Sad, sad, if you knew the truth 'bout that nigga then it would get awkward
And I know that nigga get money now, I am the nigga that taught him

[Verse 1: Young Adz]
Bro, I get the birds in, fuck a drought
Worker is misbehavin', chuck him out
I get the money, money from her house
Out in a lovely, lovely country town
I said, if you care about her, fly her out
Go to the Louis store and buy it now
I'ma keep pourin' 'til I'm runnin' out
I just hit it from the back, she scared, she runnin' out
Ooh, young and lit, money keep on comin' in
Ooh, I keep a rock band on standby, pull up and drum that shit
Ooh, deep in it, I'ma swim, hand on heart, I love this chick
Ooh, all them niggas 'round me family, love them on some brother shit

[Verse 2: Central Cee]
She suck my soul, she done it like Ash Kaash, I keep on gettin' them flashbacks
I was OT so I had to bash, I almost thought about gettin' a cab back
Do it like Rico and video that, if we upload it,  it'll probably get some backlash
Backshots, she got the ripple effect, it's too temptin' and I can't help but slap that
Fuck that, pull out, I don't wanna be a dad yet
Plan B, girl, you gotta swallow that tablet
The way that she handle it, this one talented
Pum-pum soakin', feel like I'm paddlin'
Back come 'round, I'm a fan of it
Ride on a bike one time and saddle it (Oh)
Ayo, her doctor workin' wonders
Damn, that's a big circumference (Oh)
Get her wet, she don't need no lube
On the fortieth floor, you should see the views (Alright)
She don't wanna send me her pussy on Snapchat, madman, I don't wanna leak your nudes
How do I say it without seemin' rude? (Huh)
I just wanna see if it's cute
Shake that back like a video vixen
This one here don't wanna be in my tunes
She wanna go Nobu just for the Snap
If I pay for the tab, you best eat your food
Word on the road is Cench get a hunnid a show
This ho' wan' see if it's true
Posh ting, she don't wanna be with the squares no more, she said she wanna be with the goons
Thought she could hack it, not active, too smoky, now she wanna leave the room
You might also like[Chorus: Young Adz]
The year has just started and right now, I'm lookin' for cribs overseas
I'm givin' my lady some drivin' lessons in a hundred-grand Jeep
When you see me in public, no photos, man, I need some privacy please
Good girl, she just sat on my face now she's sayin' her legs have gone weak
Bad, bad, see the jakes outside, now I'm flushin' the work down the toilet
Mad, mad, Richard Mille, a crib by the port and it's imported
Sad, sad, if you knew the truth 'bout that nigga then it would get awkward
And I know that nigga get money now, I am the nigga that taught him

[Verse 3: Dirtbike LB]
I love the trap (Trap)
Quarter milli on cars ain't never enough (Enough)
Couple milli, I put it aside, cop me a villa in Marbs (In Marbs)
She need ten racks for her arse, I said, bro, ""I'll put that on my dargs"" (Put that on my dargs)
My killers still swervin' the Rona but that ain't the reason for masks (Yeah)
I fill up the drum and it's kickin' away, spin it back like I'm target (Yeah)
I sat in my kitchen, I'm whippin' away and I'm droppin' off white with no garlic
It's a carousel when I'm spinnin' the tray, hate when my flight is delayed (Delayed)
I tell my lil' nigga, ""Go flex in my Rollie, no money to waste"" (Waste)

[Chorus: Young Adz]
The year has just started and right now, I'm lookin' for cribs overseas
I'm givin' my lady some drivin' lessons in a hundred-grand Jeep
When you see me in public, no photos, man, I need some privacy please
Good girl, she just sat on my face now she's sayin' her legs have gone weak
Bad, bad, see the jakes outside, now I'm flushin' the work down the toilet
Mad, mad, Richard Mille, a crib by the port and it's imported
Sad, sad, if you knew the truth 'bout that nigga then it would get awkward
And I know that nigga get money now, I am the nigga that taught him16Embed"
3,19xj9MPZsjMZBnj6c1rlIv,SL,Gentleman,"TheBeatCartel

[Verse 1]
He said that's ammi
That is ammi, but my amnes' way more potent (Way more potent)
I wanna fly away for a moment
I wanna say I dropped four bricks in the ocean (In the ocean)
Kit-Kit-Kats forever phoning (Phoning)
They take a toke, and start zoning (Start zoning)
They look at me, eyes Chinese
And say ""bring me in on your potion"" (Your potion)
Like, I was in demon bits
With some demon shanks, billing demon spliffs (Demon spliffs)
And I was with a demon bitch
Doing demon shit on a demon dick (Demon dick)
Like manna move evil wid it
Throw a pack over there, I wouldn't leave it with him (I wouldn´t)
I'm tryna be peaceful with it
Got a couple problems, but I'm dealing with it
Mum said I’ve lost the plot, at least I never lost my crop
Last chick she pissed me off, yeah she love bitch a lot (Bitch a lot)
But she does the job, I bruk it out then send it off
I don't trust a lot, there's more than what they’re letting on (Word)
Nuff times I've had the cops force me to park it off (Park it off)
Nuff times I've seen a don, I do my dirt and laugh it off (Ha)
Half hearted dons, finish what you started off
Hella chitter-chatter when I back it you'll be darting off (Cuttin´)
Mum said ""Back by ten, there's somewhere we need to go"" (We need to go)
It’s 9:30 and I’m on the m-way, I doubt I'ma make it home (Pissed)
Oh no, here we go, but I’m busy bagging my cro
Gotta go to my drum, but I got buds
So let me just have a quick smoke (Smoke)
Manna need a bitch in my bedsheets
Fling her the twi, tell her build something hefty (Something hefty)
Dead front, but the back came deadly
But don’t watch that a nigga still done plenty (He-heh)
I knew this goon, way before you
Now I hear this yout' wan' get me (Wan' get me)
Asked bro “Should I do what I do?”
He said “Roll thru”, bro shoulda never let me (Never)
You might also like[Hook]
I tell a bitch be gentle
I'm tryna get the Willy Wonka Special (Special)
I know I ain't no gentleman
Pull up crash, and I'm wetting 'em (Wet ´em)
Dip, splash when I'm getting 'em
I'm Valley Bopping with elegance (Aight)
Ching, chang, I'm a veteran
Your bitch bad? That's irrelevant (Irrelevant)

[Verse 2]
Like hello, you can call me S (You can call me S)
You've probably heard of me
I got the pengest peng on the ends (Ah, yeah)
I probably slang it out to your friends (Ah, yeah)
I put in mad work for that bread (Bread)
Even civilians nearly got kweffed
Weren't tryna break chip off the rassclart blem
Stepped in with the fluffiest food
Your nigga came in with his pack on mute (Quiet)
Tell him put your hands in the air
Put your packs in the air, let me rob that food (Let me take it)
Fresh home, I warned my goon
Bout time man do up a few good moves (Ah, yeah)
And you don’t even know that yout'
Don't watch that, me and him soon hit booth
Custard darling, just passed it
Asked bro how could he be so foolish (Foolish)
But the money keep calling
You got a bag of Kwengs but your stack's appalling (Shh)
No love for an informant, I still swim deep in the opp boy waters
No love for an informant, I still swim deep in the opp boy waters (The opp boy waters)23Embed"
3,2VjOTvl50tscmc0RDjPdr2,Dave,UK Rap,"She don't listen to UK rap, if it ain't Dave or Cench
She a six but her a friend is a four
A three-way, gonna make that ten
Are you sure you wanna make that wife?
We know her since way back when
If it's a Rolls, then it gotta be a Cullinan
G63, if Mercedes—

[Verse 1: Central Cee]
Wide selection of gyal that we got right now
Go broke and watch them all leave us
I can't give a ho my jumper, she'll go home and put it on Depop
I'm in the car with my girl and my guy called me, I'm like, ""Bro, you're on speaker""
Toxic rеlationship with my bitch
One day, we're split, now wе're goin' Antigua
Three man jump out the four-door vehicle
It's a miracle if a boy don't get touched
Don't step on our block and trespass
Gotta check in and apply for a ESTA
Young G came to the Dragons' Den
He want a nine bar and he need a investor
UberLUX with a thot inside, she ain't comin' to fuck, there's a key in the S-Class
Mm-hm, alright, I come a long way from a Vespa
When I put foot on the gas, wanna hear it rip, nah, don't want a Tesla
Come a long way from givin' out testers
Crackhead itchin' like he got eczema
'Member, I try do fraud on my metro
I got blacklisted like Skepta
Peculiar mixture, in a Pyrex like Nesquik
Been livin' a movie, since Blockbusters, way before Netflix
I just made a play for a M, it's 11 a.m., I ain't even had breakfast
She only listen to RapCaviar, she in her car playin' hella Americans
You might also like[Chorus: Dave]
She don't listen to UK rap, if it ain't Dave or Cench
She a six but her a friend is a four
A three-way, gonna make that ten
Are you sure you wanna make that wife?
We know her from way back when
If it's a Rolls, then it's gotta be a Cullinan
G63, if Mercedes-Benz, huh
[Verse 2: Dave]
M-missin' person, parents think he's a runaway
The mandem think I'm tapped, two of the same car in a different colourway
Can't turn no ho to a housewife, more time
Just do it the other way
If I ask her to send me a foot picture, she'll think I'm a weirdo
Back then, man do a robbery, tell a civilian, ""Don't be a hero""
Huh, she got curve like Andrea Pirlo
I know a chick that'll get into character, line man up while she nibble his earlobe
Nokia 9010, this phone come like the splits on Distro
Me and bro like Skep' and Frisco, disco, three man hop out the rental
No need for the drum and bass, call bae if you wanna see rude or mental
Huh, I feel like I'm Tony Soprano
Gold tips in a black beater, it's a man-eater like Nelly Fur-Nelly
F-feel like I'm Nelly Furtado
Pay him a hundred grand then it's Sunderland like Amad Diallo
Try come back from this one
My girl got a job, good salary and I'm still her main source of income
No expiry date on a, uh
Minor setback, man soon grip one
[Chorus: Central Cee & Dave]
She don't listen to UK rap, if it ain't Dave or Cench
She a six but her a friend is a four
A three-way, gonna make that ten
Are you sure you wanna make that wife?
We know her since way back when
If it's a Rolls, then it gotta be a Cullinan
G63, if Mercedes-Benz
She don't listen to UK rap, if it ain't Dave or Cench
She a six but her a friend is a four
A three-way, gonna make that ten
Are you sure you wanna make that wife?
We know her from way back when
If it's a Rolls, then it's gotta be a Cullinan
G63, if Mercedes-Benz1Embed"
3,0xCsaAy2o7DFoF7PoP9qQp,Fredo,They Ain't 100,"T-T-T-The super producers

[Chorus]
Fuck them, I don't know them, they ain't one hunna
In my German car, drop a big pack on my young gunner
In the trap, I make mad stacks off one number
When you're at the pot, you can lose it all off one fuck up

[Verse 1]
On the High Road and I'm drivin' slow with one ucker
When I tell her, ""Suck,"" she don't say much, not one stutter
My nigga Sav poked a lot of yutes with one cutter
Feds kicked it in, got my niggas yard on the front cover
Free 'em, man's really out 'ere in the deep end
My Louboutin shoes are in season
Used to trap all night, it was freezin'
This Samsung keeps on beating
The Shard is where I'm sleepin'
Some steak is what I'm eatin'
I'm in Gaucho's with the Gs dem
I put six bags on my left wrist
Put my brother Dotz on my necklace
Got my brothers locked for some next shit
Got a raw box then I press it
They talk it, I live it, gotta call for a four in the midget
So I flew round to the kitchen
I got a few ounce by the biscuits
You might also like[Bridge]
Young niggas gettin' street money till they lock me
I got a white girl with a big back, she talks Cockney
They see the kid and they skate out, it's not hockey
Keep the dots in the gym bag, true, it's stocky

[Verse 2]
Whip, whip, whip then I'm servin'
Skatin' 'round in a foreign car, it's straight German
Gotta bad bitch with a big back, she likes twerkin'
I gotta new trap and I told the cats, ""It needs curtains""
He threw me a bird and I jerked him
Me and him ain't squared till I burst him
I dice packs and I drop packs on the workman
I got stacks that's for certains
I miss Dotz, bro, I'm hurtin'
I'm with Mouth, bro, we're lurkin'
I just buy straps, I don't reason
'Cause my man thinks we're beefin'
But when I slide 'round, I don't see him
Or he's breezin' like a athlete
The whole squad know I back beef
Treat restaurants like they're McD's
Taught my young boy how to stack P's
I came up off a crack fiend (Crack friend)
Throwin' this paper, no litterin'
Aged fifteen, I was bit'n'win
I'm eating in Gaucho's, you're getting slim, I need two scales when I get it in
Cooked two Z's in ten minutes
I gotta trap spot, I'm rentin' it
Just cling and carbs, no beds in it
And I'm out the door if a feds in it
Done a lotta shit, I ain't regrettin' it
I get the raw and I'm extending it
If the coke's hard then I'm blending it
I dont know nuttin' 'bout no benefits
[Bridge]
Young niggas gettin' street money till they lock me
I got a white girl with a big back, she talks Cockney
They see the kid and they skate out, it's not hockey
Keep the dots in the gym bag, true, it's stocky

[Chorus]
Fuck them, I don't know them, they ain't one hunna
In my German car, drop a big pack on my young gunner
In the trap, I make mad stacks off one number
When you're at the pot, you can lose it all off one fuck up8Embed"
3,0SErNy2An0gCpYFRUNWwNT,Hardy Caprio,Guten Tag,"Shawn Mendes - If I Can't Have You
JP Cooper - Sing It With Me
Bastille - Joy
Robin Schulz - All This Love
Logic - Homicide
NOTD - I Miss Myself
Iggy Azalea - Started
Diplo - Win Win
Hayden James - Nowhere to Go
BANKS - Gimme
Chelsea Cutler - please
Blinkie - Little Love
[Everyone You Know - The Drive]()
Headie One - All Day
Madonna - I Rise
Lucy Spraggan - Love is the Best Revenge
New Hope Club - Love Again
Lil Nas X - Old Town Road - Diplo Remix
Ramz - Sunday
Sabrina Carpenter - Exhale
Izzy Bizu - Doorstep
Off Bloom - Am I Insane?
Of Monsters and Men - Alligator
No Rome - Pink
Noel Gallagher's High Flying Birds - Black Star Dancing
SYML - Break Free
REECE - All Falls Down
BURNS - Energy
Kylie Minogue - New York City
Vampire Weekend - Sympathy
APRE - Come Down
Bugzy Malone - M.E.N II
MoStack - Wild
Passenger - Rosie
Dimension - Devotion
Hardy Caprio - Guten Tag
Tanjier - Days
Ruel - Painkiller
SPINN - Keep Dancing
T2 - CONFUSED
[Tamaraebi - Innocence]()
[Kindness - Lost Without]()
FINNEAS - I Lost a Friend
Crazy P - Love Is with You
Fazer - Give It Away
Ina Wroldsen - Body Parts
Patrick Martin - Stranger Nights
Kali Claire - Fix My Lonely
[salute - All About U]🐚
Nordean - Hellboy
Rhye - Needed
[Jaykae - On The Way Home]()
Col3trane - Problems In Us

[Tough Love - The Light - Original Short Edit]()
MorMor - Some Place Else
slowthai - Nothing Great About Britain
Kim Petras - Got My Number
The Kooks - Got Your Number

[((( O ))) - One, Two]()
ROLE MODEL - minimal
[MAX RAD - String On Me]🐚
The National - Hairpin Turns

[Mabes - Gone]()
[Demons Of Ruby Mae - Hero]()
Ten Tonnes - Counting Down

[JyellowL - Ozone]()
[Outsider Yp - Disco]()
Husky Loops - Everyone is Having Fun Fun Fun but Me

[Big Zuu - We Will Walk]()
[Laura Misch - Glass Shards]🐚
SD Muni - The Start
[Kaé - Perfect]()
Flamingods - Olympia

[black midi - Talking Heads]()
Barrie - Hutch
Collard - Hell Song

[Black Futures - Tunnel Vision]()
Penelope Isles - Round
Frank Carter & The Rattlesnakes - Kitty Sucker
Ambush Buzzworl - Dem Man
Dinosaur Pile-Up - Back Foot

[Nealo - Questions]()
[The Futureheads - Jekyll]()
Kate Tempest - FiresmokeEmbed"
3,3B0WbRucJ6ZIla2G9IVt2E,Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),"Giddy-up
Only run from feds
Don't touch my horse it's just been fed
Yo
I beat your mum at chess
Yo
My uncle wrote Macbeth
Giddy-up giddy-up giddy-up
If I see feds in the rearview, giddy-up
Run a man down with hooves
Giddy-up
Pick up your girl then zoom
Giddy-up

[Verse 1]
Still got the cap, no paisley
Theresa, Masie
Tipsy? Maybe
Been drinking Baileys daily
I've got offshore banks
Sweedish, Israeli
Mmm, Mmm
Crazy
Middle-class bando baby (yah)
You might also like[Verse 2]
Unknown P's got a 32 Inch
And I ain't talking flatscreen TVs (willy!)
I'm like an internet challenge
'Cus all of the gyaldem say 'don't leave me!'
I cruise through the city
Tory MP in the back and her face looking Priti
If I catch you
Man will get sprayed up
Quicker than a Churchill statue
As for Dutch, mans more tapped than an old school iPod Touch
I'm the king of drill
And I'm hopping on beats like a man on a crutch
Came to the rave in
New creps
Gyally like how i
Two-step
Disrespect and ill step on your specs like [go go go go]
Who's next?

[Outro]
Did you really think I'd retire from the drill game?
[laughs]
Still got gyally on me 'cus i don't dilly dally you seeEmbed"
3,5KgRqRftnxtWi8CzKfJSTX,Fumez The Engineer,Baby Mane x Fumez The Engineer - Plugged In,"Uh
Fumez the Engineer
Plugged in yeah
Free Chubbz
Free all the lifers, yeah
Free all my niggas ridin' double digits, ah, sho
Ah, ah, yeah

[Chorus]
Whip, whip, I'm whippin'
Got me stuck off this lean I'm trippin',
Free my dargs, got them stuck up in prison
Mind your tone cah I'm fuckin' with them villians, uh

[Verse]
Man I'm fuckin' with them villians
Yeah we throwin' L's but you know my niggas winnin'
Got them lines poppin', every minute it be ringin'
Niggas on my case tryna ask me for a bringin'
I'm a blockstar, don't you ever go mistake me for a popstar
You know my niggas drummin' hard, he a rockstar
And I'm 'bout to take off, helicopter
Watch my nigga pop up, uh
Cah them niggas, they be washed up, uh
She on my dick becah I bust up, uh
I see a nigga at the bus stop
Baby girl I know you see me in this drop top
Like its nice to nice to know you, lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend for you
I trap, I trap, I'm with Mafta and he's whippin' that peng
And that foods comin' ten outta ten
It's why these bitties runnin' back for that leng
On that corner
I can't sleep at night man it fucks with my head
I got niggas that are stuck up in that pen
They're doin' life like when will it end? Uh, uh
Like, like when will it end? Uh
Gettin' Audi cah we spinnin' again
Cah we spinnin' again uh, uh
Gotta visit again uh, uh
I'm in these trenches with demons
We let them 9's go
I'm screamin' free all my niggas
Its like the time froze
I was down bad for two summers tryna get my grind on
Tell my dawgs go we gon make it and get our shine on
My brodie tryna eat, get his grind on
He got caught up by police now his time's gone
My niggas runnin' with the streets, free up my dawgs
So I'm tryna make it out before my times gone
I'm reminiscin' while I'm walkin' through these projects
These niggas hatin' and prayin' that I'ma die next
I told my dawgs we gon' finish what we started
I'ma ball hard with all the niggas I starved with, uh, uh
You might also like[Chorus]
Whip, whip, I'm whippin'
Got me stuck off this lean, I'm trippin'
Free my dargs, got them stuck up in prison
Mind your tone cah I'm fuckin' with them villians, uh

[Outro]
Fumez the EngineerEmbed"
3,5pEi1kn0rF1mOfp77wz2OG,Nemzzz,FYP,"TikTok is funny, you know
(Westt spazzin' on this one)

[Chorus]
Yo, what's new on the FYP?
She, he got cheated on
Kinda peak, what do you mean?
Ayy, long as you got your lick back
I swear it ain't that deep
So much verbal, wait, lemme refresh the feed

[Verse 1]
Yo, no one's blowing a bag on you, so go fix up your life
Accessible, LOL, ain't getting wifed
That's your girl, you the main or the side?
Shit I'm seeing is mad, I give it a side eye
Yo, kiss my teeth, I mean KMT
She wasn't picking up when I'm in the AMG
Know she's rollin' now, seen the Airbnb
I like the ones who get the bag and don't even need to brag
Way too bait, too much likes, red flag
I'm in and out of the city, might go ghost, but I'll be back
(I'll take you out on a date, but I beg don't put it on TikTok)
(Can't lie 'bout fat, no Rick Ross)
You might also like[Chorus]
Ayy, what's new on the FYP?
She, he got cheated on
Kinda peak, what do you mean?
Ayy, long as you got your lick back
I swear it ain't that deep
So much verbal, wait, lemme refresh the feed
Yo, what's new on the FYP?
She, he got cheated on
Kinda peak, what do you mean?
Ayy, long as you got your lick back
I swear it ain't that deep (deep, deep)
So much verbal, wait, lemme refresh the feed
(Lemme refresh the—)

[Verse 2]
Bro bro's feeling her
Ain't too sure she's feelin' him
So much weight on me these days, I started hitting the gym (Yo)
I know everyone was vexed that day I said I'll vouch for Slims
Last time I checked, bitch tried to finesse my ting
I'm tryna ball like Lewis, yo, shit I mean Rico, ayy
Weakest drip you stepped in with my G, get back in the Veto
Told me you weren't enough, dated ballers here and there
Got match and free it up, matter of fact, just hold it there
Serious ting, I'm 'bout to bust, let's go out to eat
Bon appétit, hair done, it's giving sweet
Yo, best watch your step
Cost me a bag what's on my feet, I'm steppin' clean
[Chorus]
What's new on the FYP?
She, he got cheated on
Kinda peak, what do you mean?
Long as you got your lick back
I swear it ain't that deep
So much verbal, wait, lemme refresh the feed, yo

[Outro]
(What's new on the FYP?)
(She, he got cheated on)
(Kinda peak, what do you mean?)
(Long as you got your lick back)
(I swear it ain't that deep)
(So much verbal, wait, lemme refresh the feed)Embed"
3,7aKhDiI7F73vSI0tPbp2nn,Headie One,Daily Duppy (feat. GRM Daily),"2. Youngest In Charge by SJ (OFB)
3. Coming for You (Remix) by SwitchOTR (Ft. Bandokay, Izzpot & Loski)
4. On Deck (Remix) by Abra Cadabra (Ft. RV, Kush (OFB), Double Lz, Bandokay, Lowkey (OFB) & Dezzie)
5. Faded Remix by B1 (UK) (Ft. Dezzie, Ivorian Doll & 22Gz)
6. Daily Duppy by OFB (Ft. Double Lz, Izzpot & Bandokay)
7. On Deck by Abra Cadabra
8. Youngest In Charge Remix by OFB (Ft. Bandokay, Double Lz, SJ (OFB), Dezzie & Izzpot)
9. Day in the Life by Central Cee
10. Lean Wit It by Abra Cadabra
11. Air Force (Remix) by DigDat (Ft. K-Trap & Krept & Konan)
12. I Spy (Remix) by Krept & Konan, Bugzy Malone, SL, Morrisson, Abra Cadabra, RV & Snap Capone (Ft. Morrisson, Snap Capone, RV, Abra Cadabra, Bugzy Malone & SL)
13. 6:30 by Russ Millions
14. Opp Thot (UK Remix) by Poundz (Ft. Ambush Buzzworl, Yxng Bane & Snap Capone)
15. On Deck by Abra Cadabra
16. Anything Grr by Tion Wayne (Ft. Drilla (3x3), ZT (3x3) & E1 (3x3))
17. [V9] Pluggеd In Freestyle by V9
18. Rock Dat by Tion Wayne (Ft. Polo G)
19. Verdansk (Survival Modе) by Dave
20. Daily Duppy by Kwengface
21. Snap It by SR
22. PTSD by Headie One
23. 2k17 by Digga D
24. Reload by Swarmz & Deno
25. Blixky Gang Freestyle by 22Gz
26. Double Tap by Abra Cadabra & Unknown T
27. GLEE by Unknown T (Ft. Digga D)
28. Free Em 2.0 by K1 N15 & NitoNB (Ft. MadMax (NGang), Shambo (N15), NitoNB & Workrate)
29. I’m Sorry Hun by NitoNB
30. Drunk and Confused 2.0 by JS x YD (Ft. A92, A9Dbo Fundz & A9Ksav)
31. Woosh and Push by Loski (Ft. Suspect (Active Gxng))
32. Chef by Kwengface
33. Daily Duppy by Poundz
34. Daily Duppy (feat. GRM Daily) by Country Dons (Ft. GRM Daily)
35. Purging by LDEmbed"
