prefer,track_id,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1,4FODqQZ3lvhqmSWAKXPjhY,Bronze,Ondo (with LeeHi),0.607,0.855,6,-8.094,0,0.0458,0.148,2.76e-06,0.0918,0.711,106.975,243381,4
1,5FjWYxObr9sutnoyn0zFg2,Yein,Dance with me,0.554,0.839,6,-4.826,1,0.0433,0.21,1.85e-05,0.277,0.86,94.913,210789,4
1,61QuhEZaytxK1CqKpbCmL0,Limit,Funny (Feat. Grizzly),0.722,0.646,0,-6.932,1,0.0452,0.246,0,0.0685,0.765,98.02,217187,4
1,3kLRwVPXnUNNbqmxgx13JG,YUKIKA,Yesterday,0.685,0.784,5,-3.783,0,0.0413,0.0664,0,0.0861,0.449,100.08,222053,4
1,5qgEW89CNvzRo6KKIQv3u2,Risso,Call It Love,0.805,0.791,5,-5.196,1,0.0427,0.853,0.000192,0.0678,0.838,114.996,218733,4
1,2v3Y3r1Y2AQs5uCJyUsDxf,Krr,Stranger,0.803,0.85,2,-3.803,1,0.0397,0.264,0.0054,0.136,0.549,95.031,206773,4
1,4fQZn3i96966kDpGotjvy1,Jung Yup,DRIVE (Feat. Leellamarz),0.661,0.718,5,-5.646,0,0.0339,0.34,0.000277,0.415,0.595,95.983,247680,4
1,243eZR6OEAl0AKFAOWH6lK,KIM A REUM,After this night,0.628,0.739,10,-3.989,0,0.0279,0.6,3.69e-06,0.157,0.341,95.965,262659,4
1,0yGkMcsEVqhvL9P8dizVap,강수지,보라빛 향기,0.783,0.557,6,-10.724,1,0.0466,0.316,0.0461,0.352,0.846,127.401,208236,4
1,5Qjr3iNO5gzSf0RleAHqcl,TAEYOON,Drive,0.562,0.549,0,-9.31,1,0.0271,0.438,9.01e-05,0.257,0.621,104.974,272068,4
1,0FezNsbNxAez1YvGkSd1Bu,DAYBREAK,You always - Digging Club Seoul Ver.,0.606,0.91,7,-3.262,1,0.0516,0.0328,2.45e-06,0.0567,0.529,111.993,294309,4
1,4uXsmydT5s1nzx9aDttdZM,Yoon Jong Shin,"Summer, Anyway",0.551,0.861,7,-3.989,1,0.0458,0.107,0,0.157,0.786,95.017,343617,4
1,4HtDXMldS9ylGqTsSDqyTm,Bronze,Milk (with amin),0.725,0.536,1,-8.645,1,0.0249,0.119,1.48e-06,0.154,0.701,93.962,229375,4
1,2bmA0aDN7rNdeOE61WWdOj,LUCY,Missing Call (Feat. SURAN),0.632,0.805,2,-3.331,0,0.0329,0.222,2.66e-05,0.38,0.632,93.978,256493,4
1,2YnPNuWGG3zlwyUyG0hBOd,YUKIKA,PUNG!,0.571,0.921,11,-3.868,0,0.0537,0.0911,0,0.305,0.421,100.988,232333,4
1,7hCtts26L8jf4KxxiNAX4P,Muzie,I Can't Let You Go (feat. Space Cowboy),0.737,0.669,4,-5.143,0,0.11,0.257,0,0.113,0.556,94.033,207399,4
1,5ulXzBBBJD6jQ409DuzAE4,Nahee,City Drive,0.683,0.762,2,-5.872,0,0.053,0.186,1.48e-06,0.108,0.579,100.023,207889,4
1,38qecpqjU5yzD7bFwU6GKL,정은재,City,0.675,0.828,11,-4.421,0,0.0317,0.0262,0,0.373,0.732,114.992,162709,4
1,6BJpqKp5hy41aazi3Fpq1Q,ARTMS,Candy Crush,0.504,0.776,10,-5.009,0,0.145,0.226,2.8e-05,0.0906,0.76,94.349,180600,4
1,5JiIhnQAdirZew0PyKFQia,KWON EUNBI,Like Heaven,0.599,0.725,7,-5.058,0,0.0305,0.199,0,0.369,0.515,96.146,209440,4
1,0FfGs47PNQ81c01ceX8kdL,Yerin Baek,지켜줄게,0.824,0.55,4,-9.719,1,0.0554,0.7,4.46e-05,0.136,0.729,117.962,224727,4
1,7ICjxmn0rPLVt3soBgxFEG,DAYBREAK,A Good Day,0.742,0.694,1,-4.133,1,0.0399,0.415,0,0.115,0.792,105.991,235733,4
1,00qhsJIcqAuLIro51OAFE8,OVCOCO,WE!,0.673,0.482,3,-8.964,1,0.0379,0.206,3.44e-06,0.52,0.748,80.025,228484,4
1,0GSh9ZYV1UU24fmimjNkQb,015B,빅터를 기다리며 (feat. 다원),0.451,0.701,6,-4.005,1,0.0379,0.543,1.89e-06,0.0712,0.633,118.086,210107,5
1,6hpWk3kV9phxtzxbzzXmIF,ADOY,Grace,0.622,0.701,1,-6.273,0,0.0312,0.375,2.81e-05,0.0965,0.638,100.007,245280,4
1,094SOtMqWP0D82WZau9bJi,YUKIKA,TIME TRAVEL,0.658,0.957,7,-2.134,1,0.0546,0.0799,2.45e-05,0.374,0.727,108.964,199106,4
1,1GRz4W866oY9Mh1BNR0iuD,Muzie,Apologize,0.577,0.782,2,-5.913,1,0.0326,0.0313,0,0.0736,0.853,179.943,252500,4
1,0jW1v9xWgt27TEf6oqYRFQ,youra,New Direction,0.734,0.508,6,-6.854,0,0.0301,0.0084,0.000581,0.24,0.613,119.975,190040,4
1,4PIzqPri51VyFe9Yc1YAAD,INFINITE H,Pretty,0.818,0.79,4,-3.931,0,0.0325,0.28,0,0.185,0.951,98.994,205272,4
1,6beQjSxCr5h3qDIQTXuzbs,GIRIBOY,Back And Forth 30min (feat.Shin Jisu),0.807,0.602,7,-6.628,0,0.156,0.637,0,0.33,0.69,96.987,202821,4
1,2MVhVUQT0tlgzEjDoa3pcc,iKON,ONLY YOU,0.818,0.782,8,-3.17,1,0.0482,0.221,0,0.169,0.881,114.981,212157,4
1,6R3ATFu0zuu2vovVQYVmSD,iKON,RUBBER BAND,0.753,0.745,0,-5.082,1,0.0319,0.338,0,0.343,0.691,130.049,197214,4
1,22KvaAymQyrN6Z6rHdM4yB,iKON,FREEDOM,0.45,0.897,0,-2.737,1,0.0715,0.0207,0,0.347,0.793,173.044,201941,4
1,55UNoOCjEO5EvDpmSJQN76,iKON,LONG TIME NO SEE,0.737,0.723,0,-5.038,1,0.108,0.289,0,0.128,0.531,94.982,206776,4
1,5l9yN1JROmX6QptM6n4R9C,iKON,JERK,0.591,0.728,7,-3.81,0,0.0696,0.233,0,0.113,0.745,173.893,223086,4
1,1AhfmrzSrDmOIstpRO9wTI,iKON,BEST FRIEND,0.457,0.745,4,-4.014,1,0.0864,0.19,0,0.17,0.568,67.927,230149,5
1,3d3ELsqKlQ7WA0a10Isu3l,iKON,LOVE SCENARIO,0.806,0.707,7,-4.623,1,0.0307,0.331,0,0.294,0.746,118.009,209648,4
1,48KTWbSSxOh07mbYtitG2x,B.I,Re-Birth,0.639,0.343,2,-8.632,1,0.0366,0.785,0,0.0552,0.412,93.94,203616,4
1,3nMLh6EKM1v7XW6flN2tLY,B.I,Remember me,0.78,0.465,0,-7.501,1,0.0622,0.582,0,0.104,0.772,138.117,219091,4
1,1VrpAZL277l0gnTBhSd3TH,GIRIBOY,Sooljalee,0.894,0.508,6,-5.4,1,0.224,0.0538,9.45e-06,0.0745,0.24,90.002,202603,4
1,6SB7by6S98iScUgybNS3PI,GIRIBOY,Because You're Pretty,0.879,0.682,11,-3.849,0,0.209,0.425,0,0.0947,0.835,83.024,201067,4
1,2MmoAjts7yO99KhKT9D0dS,GIRIBOY,Hogu (Prod.by Fisherman of wybh) (feat.BrotherSu),0.545,0.657,1,-2.727,1,0.304,0.503,0,0.527,0.647,78.379,230560,4
1,0tVjlaZnnXVNAZhtWApmy4,CHANGMO,D.O.N,0.912,0.748,1,-3.212,0,0.096,0.0373,0,0.0734,0.714,105.016,230922,4
1,4OLQb0QSwckmTXAzdrqupC,CHANGMO,BAPE,0.748,0.527,1,-9.678,1,0.0566,0.303,7.29e-05,0.106,0.31,131.09,225835,4
1,3Ita9qOiY8ZEAqSn6q3Bop,CHANGMO,31576,0.667,0.761,1,-4.729,0,0.0442,0.0333,0,0.89,0.605,153.989,202279,4
1,37i8IiJUXBJVUBJIDCwNLD,YUMDDA,back to you,0.7,0.616,0,-8.223,1,0.231,0.336,0.423,0.113,0.244,99.973,164500,4
1,4aldW49d6OTPEZqLP0S6QV,YUMDDA,4 Times,0.914,0.342,8,-10.925,1,0.101,0.0472,0,0.0787,0.703,134.973,170875,4
1,7Mmv4tVcaAAM0M9bn6h6zY,Leellamarz,On the street (Feat. ASH ISLAND),0.681,0.791,11,-4.858,1,0.0262,0.515,0,0.238,0.771,130.056,212187,4
1,7DwR5sQ0kpwvAz60Fm0FEk,iKON,PANORAMA,0.705,0.92,10,-2.11,1,0.0381,0.00283,7.98e-06,0.31,0.847,132.013,178173,4
1,2sdJqn3OhVZg9e20odAd9k,GIRIBOY,Bingle,0.871,0.553,5,-4.95,1,0.0468,0.235,1.92e-06,0.113,0.917,112.998,197187,4
1,7IqYkjcFnqKPmwg6lWxXYv,iKON,BUT YOU,0.634,0.91,0,-1.711,1,0.0323,0.0223,0,0.127,0.693,138.006,212687,4
1,6MPAgclYe1F9LSYXxOuoBC,GIRIBOY,Let's Not Love Each Other,0.68,0.528,5,-6.444,1,0.0928,0.529,0,0.184,0.274,134.014,242999,4
1,2Wqnhu5dRQDAQi8Ej6HnVQ,pH-1,Oscar,0.682,0.83,6,-4.39,0,0.0641,0.135,0,0.126,0.657,97.027,188107,4
1,0hUH6MXHQn9coBKHMXWpD8,Leellamarz,OUT OF MY SIGHT,0.642,0.635,4,-4.597,1,0.0431,0.226,0,0.216,0.624,90.05,206680,4
1,58tEXB9Xdu0ckwfZ3zdLWo,Leellamarz,RUN,0.673,0.673,5,-6.663,1,0.0319,0.0347,0,0.124,0.488,95.992,230293,4
1,2qYQlzG9kllQLu9RcHPF9L,Leellamarz,Ex,0.77,0.735,0,-4.526,1,0.0783,0.518,0,0.18,0.791,86.017,197415,4
1,1C1quK9LCCHeUjrTONTH9C,Leellamarz,2AM (Feat. CAMO),0.879,0.562,0,-5.221,1,0.0494,0.441,0,0.0704,0.87,130.033,180813,4
1,1B1vPwa2So2kpkI3trlZKl,CHANGMO,Maestro,0.889,0.596,3,-4.177,0,0.0962,0.558,0,0.0714,0.823,113.918,221127,4
1,4lLtcSEIGqO7pvXCUvDtIU,GIRIBOY,Tiger Den (Feat. Jvcki Wai),0.502,0.858,4,-3.813,0,0.242,0.154,0,0.113,0.317,187.79,200000,4
1,1fN3x0oKTj9KLHdoUriJYM,CHANGMO,Interlude,0.648,0.381,0,-10.792,0,0.0889,0.679,0,0.209,0.733,159.939,169275,3
1,3BcVxAJ4Ok0zbQ6nsu1No4,CHANGMO,REMEDY,0.741,0.534,7,-5.474,1,0.0338,0.128,0,0.056,0.496,136.037,201972,4
1,1Z8I2cvV9JQZqB1YA0O3PY,Leellamarz,Trip,0.677,0.6,10,-3.744,1,0.0276,0.467,0,0.122,0.642,90.96,233093,4
1,7gXMkqirKU23zgdlSAb00a,BE'O,Suddenly,0.86,0.524,9,-5.164,1,0.0399,0.564,1.82e-06,0.192,0.639,105.028,156877,4
1,1jQg7ImfH2OVpp9lu9mOj0,TOIL,"Time limit (Feat. Leellamarz, Loco)",0.677,0.479,5,-8.638,0,0.0398,0.566,0,0.118,0.443,109.888,229576,4
1,2kIvvkzrcrFqVdPGSHtKYO,Leellamarz,Never Ending Story (Feat. Dynamicduo),0.709,0.565,5,-7.408,1,0.103,0.385,0,0.107,0.705,79.956,234307,4
1,0RErLzcXg9K3FtjN86e4gm,Grizzly,Beige coat,0.614,0.528,0,-6.061,1,0.0479,0.493,0,0.483,0.732,73.144,179080,4
1,6qnOvA4WbP3HdYd1DFRoCr,San E,Story of someone I know,0.836,0.907,1,-3.734,1,0.148,0.221,0,0.337,0.849,94.982,206625,4
1,5Qr35VCQJUzhK5VHNHUKd2,ZICO,"I Am You, You Are Me",0.768,0.618,9,-6.928,0,0.0529,0.317,0,0.299,0.7,96.975,213252,4
1,2cc8Sw1OnCuA5bV8nqWqpE,Regard,You,0.691,0.695,0,-5.6,1,0.0367,0.0592,0,0.0647,0.514,106.064,233386,4
1,2eQ0KgjaudX9rEe7suSrtg,Ellie Goulding,Slow Grenade - Syn Cole Remix,0.74,0.799,6,-4.836,0,0.0329,0.0131,8.77e-05,0.149,0.62,125.974,188571,4
1,3aNNxSj1e0pgaUUxV2GFoD,LE SSERAFIM,CRAZY (David Guetta Remix),0.757,0.845,7,-3.817,1,0.0966,0.0275,1.58e-06,0.0518,0.358,130.054,174928,4
1,36gcliMRX1vCpgnrZE3dFZ,Tiësto,10:35,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253,4
1,1JedlGqkzYvVUITKsvhbPh,Jung Kook,Seven (David Guetta Remix),0.645,0.952,11,-2.486,1,0.161,0.0715,0,0.188,0.821,124.95,157440,4
1,4qWz8NOjsXhW5BSUSkLJ2G,Beatpella House,Rob Roy,0.845,0.764,1,-3.784,0,0.0516,0.198,0.00309,0.135,0.91,116.977,160639,4
1,5upoXNxaUFybIF8XfRAaDp,Kygo,Healing (Shattered Heart),0.666,0.69,11,-6.134,0,0.0583,0.0853,8.58e-06,0.0775,0.273,102.964,162051,4
1,5QrFIZqnIHKMGVp5c0AlBw,Gryffin,MAGNET (with MAX),0.631,0.813,4,-5.854,1,0.0378,0.153,0.000796,0.579,0.462,127.993,202666,4
1,7iUB3byx9Rcks8zW10JVkP,220 KID,Stupid Feelings,0.715,0.778,6,-6.546,0,0.0365,0.0152,0,0.121,0.756,123.954,166925,4
1,1JDIArrcepzWDTAWXdGYmP,Zedd,I Want You To Know,0.579,0.846,9,-2.876,0,0.0574,0.00537,6.88e-06,0.145,0.367,129.999,240000,4
1,6g4FbLU3XJmczmR1JjHnyg,ILLENIUM,Fractures,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,245250,4
1,3h6M4K3mBtb2ywoYhG7954,Vicetone,Wish You Were Here,0.675,0.563,3,-5.96,1,0.0293,0.7,2.63e-06,0.704,0.571,108.968,165172,4
1,4r5wtdQV4NWsz5AEwy1YCz,DEAMN,Save Me,0.723,0.934,2,-1.94,1,0.0379,0.421,0.000849,0.0593,0.793,122.005,184918,4
1,06VsoIC668pU516T6qrgkJ,Jax Jones,Instruction (feat. Demi Lovato & Stefflon Don),0.762,0.923,9,-3.107,0,0.189,0.103,0,0.105,0.936,121.081,165907,4
1,4ZnkygoWLzcGbQYCm3lkae,Troye Sivan,Rush,0.728,0.841,10,-7.682,0,0.0567,0.00242,9.09e-05,0.106,0.402,125.991,156391,4
1,2PhlrsYp7TSkK96ngbmL38,Matisse & Sadko,Into You,0.553,0.687,8,-6.4,1,0.034,0.0336,0,0.125,0.278,156.0,161538,4
1,2GE3k8I0Sbh0puCjI15KGy,Alan Walker,Barcelona,0.645,0.89,6,-4.985,1,0.128,0.259,9.38e-06,0.376,0.421,126.881,205087,4
1,3zLIKAkrLLwzNe4RsD5EBC,Kygo,Me Before You,0.617,0.692,0,-6.111,1,0.0495,0.526,0,0.188,0.587,106.96,215977,4
1,3XiQ7tLewIuxIk1KjYAnbO,Gryffin,Best Is Yet To Come (with Kyle Reynolds),0.57,0.856,4,-3.908,1,0.0373,0.0145,0,0.245,0.547,122.036,215201,4
1,5FvxRvrQ8qzKjBJ6ST9aiu,Coldplay,My Universe - David Guetta Remix,0.436,0.948,1,-5.515,0,0.0558,0.0974,0.00375,0.14,0.696,122.609,199136,4
1,6r4ual3l2rTXnxp6T8WM1g,Zedd,No Gravity (feat. Bava),0.602,0.753,9,-5.931,0,0.029,0.175,0.696,0.202,0.337,101.014,211313,4
1,2hTlaUQWoevROx9V9oYt7f,Daya,Hide Away - Alan Walker Remix,0.869,0.605,2,-6.882,1,0.0938,0.0209,0.0245,0.0424,0.505,130.02,137538,4
1,1QJN61zuPWRy6nj58ndREm,Vicetone,Nothing Stopping Me,0.602,0.801,5,-2.427,1,0.0471,0.137,0,0.103,0.375,126.952,223225,4
1,2YLoH1JddfqPaZceR5ArIN,DEAMN,Give Me Your Love,0.707,0.832,0,-4.712,1,0.0255,0.136,0.000129,0.248,0.391,105.008,197803,4
1,2OALaHcDdKkjYEpAr0Qzab,Avicii,Lonely Together (feat. Rita Ora),0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,4
1,5902W4uHWzhtOff1UK7the,Alesso,When I’m Gone (with Katy Perry),0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,161267,4
1,7vfRSHJyOY8qUZ0XXSEbBr,Party Pupils,Girlfriend,0.782,0.728,5,-7.027,0,0.383,0.354,0,0.611,0.751,116.999,143582,4
1,1amaLBTe7l6zyWrWoq2Acy,Jung Kook,3D (feat. Jack Harlow) (MK Remix),0.701,0.855,1,-5.629,1,0.0351,0.00162,0.149,0.151,0.604,126.038,186241,4
1,2QMnxA6R1PD0dYyUi5AxZZ,Calvin Harris,Lovers In A Past Life (with Rag'n'Bone Man),0.752,0.793,9,-3.871,0,0.0423,0.0713,1.71e-05,0.135,0.725,129.992,160650,4
1,73rh3AJNXQl8iMWgWRrQTR,Swedish House Mafia,Lioness,0.515,0.667,9,-5.188,1,0.199,0.0246,0.0015,0.107,0.192,127.948,172516,4
1,6L9UuUMs32tHkwPufnmZee,Kygo,Without You (with HAYLA),0.269,0.681,9,-5.51,0,0.0473,0.0336,0,0.0927,0.0674,85.365,263880,5
1,3X2Aw6bQ7TfMMKsTzjTlDg,Disclosure,Waterfall,0.691,0.733,11,-6.887,0,0.0572,0.0212,5.61e-05,0.0894,0.834,128.038,232120,4
1,7uY8q7WQdukE0L3JcOyLQL,Gryffin,Caught Up (with Olivia O'Brien),0.693,0.813,5,-4.735,0,0.0447,0.00854,0.000269,0.12,0.515,122.063,173215,4
1,4viqv7yE0Tl11rnxlcE0Lw,Vicetone,Angels (feat. Kat Nestel) - Radio Edit,0.527,0.846,1,-3.721,0,0.121,0.0335,0.000133,0.144,0.554,128.026,214326,4
1,6HhrMBN43RnGlGv7vIdnM5,Yellow Claw,Till It Hurts (feat. Ayden),0.547,0.886,8,-4.016,1,0.0309,0.000624,0.000274,0.193,0.293,145.053,188680,4
1,1BJJbSX6muJVF2AK7uH1x4,Adam Port,Move,0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,177599,4
1,7IWTIkiWGWNQyYfOLdMrGD,Martin Garrix,Burn Out (feat. Dewain Whitmore),0.594,0.722,4,-5.751,0,0.0398,0.0156,0,0.0667,0.407,127.877,200322,4
1,1GENOPUqhM4POXH65ZnqZm,Tiësto,Dudada,0.654,0.968,7,-6.461,1,0.0627,0.00906,0.255,0.108,0.334,129.02,128372,4
1,5poevcmYCOZ8uZQnUuOPxC,The Him,Always,0.491,0.612,10,-5.761,1,0.0796,0.0699,0,0.0946,0.279,173.846,193103,4
1,57QXXEBy5apjgxsyXSb8YE,Galantis,Satisfied (feat. MAX),0.75,0.651,1,-4.655,1,0.121,0.00759,0,0.521,0.928,120.055,155939,4
1,3nEHrvNNtgLv9rneTAYVr4,Swedish House Mafia,Heaven Takes You Home (feat. Connie Constance),0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,214071,4
1,21KShmFSfzVOaYAJmMLbHG,Bebe Rexha,I'm The Drama,0.673,0.855,10,-5.797,0,0.0765,0.082,0,0.251,0.173,124.99,156255,4
1,5YYzdzlunDyLDwlM40W0Gc,Ian Asher,Moonlight (Ian Asher Club Mix),0.685,0.925,8,-4.672,0,0.0662,0.0887,0.00119,0.352,0.162,128.015,191779,4
1,4GoussIYUKTLMq6yKyYVFk,Gryffin,Sometimes You Know (with Maia Wright),0.587,0.867,8,-5.46,1,0.105,0.0482,6.9e-06,0.138,0.209,119.931,135866,4
1,3MBJxg2sT7CAdqYcdU8C5K,Alesso,I Like It (with Nate Smith),0.658,0.817,11,-3.652,0,0.0373,0.000266,0.000101,0.259,0.629,129.075,152350,4
1,3ArdPRbscsYB2uI70AzpuG,Madeon,All My Friends,0.668,0.764,8,-4.277,0,0.0487,0.025,0,0.314,0.685,106.036,204613,4
1,1vQWFjEC34DHNXrRTFjDxe,Kungs,All Night Long,0.704,0.919,1,-4.142,0,0.0546,0.174,0.00787,0.0831,0.45,126.044,178935,4
1,3i9QKRl5Ql3pgUfNdYBVTc,Fred again..,glow,0.65,0.903,4,-5.478,1,0.0436,0.0655,0.779,0.134,0.0681,129.043,453069,4
1,144VylfhBHydi2xvqy9yw6,Krewella,Alibi (Far Out Remix),0.602,0.758,7,-5.261,0,0.068,0.134,0,0.0853,0.156,99.896,219554,4
1,3sa06xVNmLLYIxdNNmVQN8,Jax Jones,Where Did You Go? (feat. MNEK),0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,177689,4
1,3qMpUa5499FvA8OVFkJfzH,Frédéric Chopin,"Grande valse brillante in E-Flat Major, Op. 18",0.48,0.105,8,-24.064,1,0.0426,0.993,0.868,0.213,0.374,117.033,326240,4
1,1VNvsvEsUpuUCbHpVop1vo,Frédéric Chopin,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",0.44,0.00925,3,-32.452,1,0.0468,0.984,0.936,0.0873,0.0908,129.129,273667,4
1,2MSgFefjK0T7Iwjvr3OKqV,Frédéric Chopin,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,259493,4
1,5eqhhghDRfP4hVqBTTxUv5,Johannes Brahms,"16 Waltzes, Op. 39 (1867 version): No. 3 in G-Sharp Minor",0.287,0.00703,8,-41.696,0,0.0518,0.995,0.909,0.0997,0.693,124.244,52200,3
1,0eTSQEblu8nrrmfeb8b5n9,MDP,Seesaw,0.662,0.21,5,-21.214,0,0.0709,0.679,0.936,0.113,0.0484,163.943,102438,4
1,59EPbYaZgU4qrQy1OwwhKt,Million Eyes,The Mercy of the Wind,0.467,0.0539,0,-21.715,1,0.042,0.985,0.52,0.0947,0.272,66.445,105588,5
1,4GjfVYoUJ0OCmDiL869kUJ,Pyotr Ilyich Tchaikovsky,"Album for the Young, Op. 39: No. 3. Mamma (Maman)",0.418,0.00869,7,-37.257,1,0.0455,0.996,0.962,0.105,0.42,87.273,93507,4
1,0zGfifFWGjwz2W49rcqDYO,Dennis Kuo,Solitary Mood,0.311,0.0456,7,-24.692,1,0.0853,0.991,0.931,0.114,0.665,165.186,100647,4
1,0vkyBVcGTbdOW5BJirBjKx,Hikaru Shirosu,"Waltz No. 1, Op. 6 ""Collapse""",0.537,0.0758,0,-26.395,0,0.043,0.993,0.9,0.225,0.412,154.438,157647,3
1,5lEiWMwoKtMGTyjIRQ8Xo3,Austin Farwell,City Lights,0.268,0.0416,3,-25.963,1,0.047,0.982,0.943,0.105,0.242,68.647,121857,5
1,4StypY6VnE9BqgqQ0ni1tg,Jean Sibelius,"13 Pieces, Op. 76: No. 2 Etude",0.254,0.15,9,-26.242,0,0.0375,0.983,0.882,0.0997,0.648,71.912,71773,4
1,5lm18pjbwdth6ENVllxjfl,Yehezkel Raz,Ballerina,0.376,0.0207,3,-35.713,1,0.0678,0.993,0.954,0.0938,0.429,75.607,71581,1
1,3pmagP9nir4IF9MDc4LuWL,Yu-Peng Chen,Tender Strength,0.474,0.0596,2,-21.343,1,0.0357,0.982,0.928,0.185,0.135,72.65,82756,4
1,1yqM5O07lL7R6UAdK5jvrR,Ben Crosland,Oceans Apart,0.396,0.0559,9,-20.707,0,0.0599,0.987,0.935,0.11,0.278,95.217,78413,1
1,7pcGcVUN9m12lfNuS3Xz8I,Austin Farwell,Once Upon a Time,0.346,0.0227,6,-25.447,1,0.0387,0.982,0.921,0.0976,0.0611,69.424,92592,5
